,Province/State,Country/Region,First confirmed date in country (Est.),Lat,Long,Date,confirmed,recovered,death
0,Anhui,China,2020-01-03 00:00:00,31.82571,117.2264,2020-01-21 22:00:00,0.0,0.0,0.0
1,Beijing,China,2020-01-03 00:00:00,40.18238,116.4142,2020-01-21 22:00:00,10.0,0.0,0.0
2,Chongqing,China,2020-01-03 00:00:00,30.05718,107.874,2020-01-21 22:00:00,5.0,0.0,0.0
3,Fujian,China,2020-01-03 00:00:00,26.07783,117.9895,2020-01-21 22:00:00,0.0,0.0,0.0
4,Gansu,China,2020-01-03 00:00:00,36.0611,103.8343,2020-01-21 22:00:00,0.0,0.0,0.0
5,Guangdong,China,2020-01-03 00:00:00,23.33841,113.422,2020-01-21 22:00:00,17.0,0.0,0.0
6,Guangxi,China,2020-01-03 00:00:00,23.82908,108.7881,2020-01-21 22:00:00,0.0,0.0,0.0
7,Guizhou,China,2020-01-03 00:00:00,26.81536,106.8748,2020-01-21 22:00:00,0.0,0.0,0.0
8,Hainan,China,2020-01-03 00:00:00,19.19673,109.7455,2020-01-21 22:00:00,0.0,0.0,0.0
9,Hebei,China,2020-01-03 00:00:00,38.0428,114.5149,2020-01-21 22:00:00,0.0,0.0,0.0
10,Heilongjiang,China,2020-01-03 00:00:00,47.862,127.7622,2020-01-21 22:00:00,0.0,0.0,0.0
11,Henan,China,2020-01-03 00:00:00,33.88202,113.614,2020-01-21 22:00:00,0.0,0.0,0.0
12,Hubei,China,2020-01-03 00:00:00,30.97564,112.2707,2020-01-21 22:00:00,270.0,25.0,0.0
13,Hunan,China,2020-01-03 00:00:00,27.61041,111.7088,2020-01-21 22:00:00,1.0,0.0,0.0
14,Inner Mongolia,China,2020-01-03 00:00:00,44.09448,113.9456,2020-01-21 22:00:00,0.0,0.0,0.0
15,Jiangsu,China,2020-01-03 00:00:00,32.97027,119.464,2020-01-21 22:00:00,0.0,0.0,0.0
16,Jiangxi,China,2020-01-03 00:00:00,27.61401,115.7221,2020-01-21 22:00:00,2.0,0.0,0.0
17,Jilin,China,2020-01-03 00:00:00,43.66657,126.1917,2020-01-21 22:00:00,0.0,0.0,0.0
18,Liaoning,China,2020-01-03 00:00:00,41.29284,122.6086,2020-01-21 22:00:00,0.0,0.0,0.0
19,Ningxia,China,2020-01-03 00:00:00,37.26923,106.1655,2020-01-21 22:00:00,0.0,0.0,0.0
20,Qinghai,China,2020-01-03 00:00:00,35.65945,96.02564,2020-01-21 22:00:00,0.0,0.0,0.0
21,Shaanxi,China,2020-01-03 00:00:00,35.19165,108.8701,2020-01-21 22:00:00,0.0,0.0,0.0
22,Shandong,China,2020-01-03 00:00:00,36.34377,118.1529,2020-01-21 22:00:00,1.0,0.0,0.0
23,Shanghai,China,2020-01-03 00:00:00,31.20327,121.4554,2020-01-21 22:00:00,9.0,0.0,0.0
24,Shanxi,China,2020-01-03 00:00:00,37.57769,112.2922,2020-01-21 22:00:00,0.0,0.0,0.0
25,Sichuan,China,2020-01-03 00:00:00,30.61714,102.7103,2020-01-21 22:00:00,2.0,0.0,0.0
26,Tianjin,China,2020-01-03 00:00:00,39.29362,117.333,2020-01-21 22:00:00,2.0,0.0,0.0
27,Tibet,China,2020-01-03 00:00:00,30.1534,88.7879,2020-01-21 22:00:00,0.0,0.0,0.0
28,Xinjiang,China,2020-01-03 00:00:00,41.11981,85.17822,2020-01-21 22:00:00,0.0,0.0,0.0
29,Yunnan,China,2020-01-03 00:00:00,24.97411,101.4868,2020-01-21 22:00:00,1.0,0.0,0.0
30,Zhejiang,China,2020-01-03 00:00:00,29.18251,120.0985,2020-01-21 22:00:00,5.0,0.0,0.0
31,0,Thailand,2020-01-13 00:00:00,13.7563,100.5018,2020-01-21 22:00:00,2.0,0.0,0.0
32,0,Japan,2020-01-16 00:00:00,35.6762,139.6503,2020-01-21 22:00:00,1.0,0.0,0.0
33,0,South Korea,2020-01-21 00:00:00,37.5665,126.978,2020-01-21 22:00:00,0.0,0.0,0.0
34,Taiwan,Taiwan,2020-01-21 00:00:00,23.6978,120.9605,2020-01-21 22:00:00,1.0,0.0,0.0
35,"Seattle, WA",US,2020-01-21 00:00:00,47.7511,-120.74,2020-01-21 22:00:00,1.0,0.0,0.0
36,"Chicago, IL",US,2020-01-24 00:00:00,40.6331,-89.3985,2020-01-21 22:00:00,0.0,0.0,0.0
37,California,US,2020-01-26 00:00:00,36.7783,-119.418,2020-01-21 22:00:00,0.0,0.0,0.0
38,"Tempe, AZ",US,2020-01-26 00:00:00,34.0489,-111.094,2020-01-21 22:00:00,0.0,0.0,0.0
39,Macau,Macau,2020-01-22 00:00:00,22.1987,113.5439,2020-01-21 22:00:00,0.0,0.0,0.0
40,Hong Kong,Hong Kong,2020-01-23 00:00:00,22.3193,114.1694,2020-01-21 22:00:00,0.0,0.0,0.0
41,0,Singapore,2020-01-23 00:00:00,1.3521,103.8198,2020-01-21 22:00:00,0.0,0.0,0.0
42,0,Vietnam,2020-01-23 00:00:00,21.0278,105.8342,2020-01-21 22:00:00,0.0,0.0,0.0
43,0,France,2020-01-24 00:00:00,46.2276,2.2137,2020-01-21 22:00:00,0.0,0.0,0.0
44,0,Nepal,2020-01-25 00:00:00,28.3949,84.124,2020-01-21 22:00:00,0.0,0.0,0.0
45,0,Malaysia,2020-01-25 00:00:00,4.2105,101.9758,2020-01-21 22:00:00,0.0,0.0,0.0
46,"Toronto, ON",Canada,2020-01-26 00:00:00,43.6532,-79.3832,2020-01-21 22:00:00,0.0,0.0,0.0
47,British Columbia,Canada,2020-01-28 00:00:00,49.2827,-123.121,2020-01-21 22:00:00,0.0,0.0,0.0
48,New South Wales,Australia,2020-01-26 00:00:00,-33.8688,151.2093,2020-01-21 22:00:00,0.0,0.0,0.0
49,Victoria,Australia,2020-01-26 00:00:00,-37.8136,144.9631,2020-01-21 22:00:00,0.0,0.0,0.0
50,Queensland,Australia,2020-01-27 00:00:00,-27.4698,153.0251,2020-01-21 22:00:00,0.0,0.0,0.0
51,0,Cambodia,2020-01-27 00:00:00,12.5657,104.991,2020-01-21 22:00:00,0.0,0.0,0.0
52,0,Sri Lanka,2020-01-27 00:00:00,7.8731,80.7718,2020-01-21 22:00:00,0.0,0.0,0.0
53,Bavaria,Germany,2020-01-27 00:00:00,51.1657,10.4515,2020-01-21 22:00:00,0.0,0.0,0.0
54,0,Finland,2020-01-29 00:00:00,61.9241,25.7482,2020-01-21 22:00:00,0.0,0.0,0.0
55,0,United Arab Emirates,2020-01-29 00:00:00,23.4241,53.8478,2020-01-21 22:00:00,0.0,0.0,0.0
56,0,Philippines,2020-01-29 00:00:00,12.8797,121.774,2020-01-21 22:00:00,0.0,0.0,0.0
57,0,India,2020-01-29 00:00:00,20.5937,78.9629,2020-01-21 22:00:00,0.0,0.0,0.0
58,"London, ON",Canada,2020-01-31 00:00:00,42.9849,-81.2453,2020-01-21 22:00:00,0.0,0.0,0.0
59,0,Italy,2020-01-31 00:00:00,41.8719,12.5674,2020-01-21 22:00:00,0.0,0.0,0.0
60,0,UK,2020-01-31 00:00:00,55.3781,-3.436,2020-01-21 22:00:00,0.0,0.0,0.0
61,0,Russia,2020-01-31 00:00:00,61.524,105.3188,2020-01-21 22:00:00,0.0,0.0,0.0
62,0,Sweden,2020-01-31 00:00:00,60.1282,18.6435,2020-01-21 22:00:00,0.0,0.0,0.0
63,0,Spain,2020-02-01 00:00:00,40.4637,-3.7492,2020-01-21 22:00:00,0.0,0.0,0.0
64,South Australia,Australia,2020-02-01 00:00:00,-34.9285,138.6007,2020-01-21 22:00:00,0.0,0.0,0.0
65,"Boston, MA",US,2020-02-02 00:00:00,42.3601,-71.0589,2020-01-21 22:00:00,0.0,0.0,0.0
66,0,Belgium,2020-02-04 00:00:00,50.5039,4.4699,2020-01-21 22:00:00,0.0,0.0,0.0
67,"Madison, WI",US,2020-02-05 00:00:00,43.0731,-89.4012,2020-01-21 22:00:00,0.0,0.0,0.0
68,Anhui,China,2020-01-03 00:00:00,31.82571,117.2264,2020-01-22 12:00:00,1.0,0.0,0.0
69,Beijing,China,2020-01-03 00:00:00,40.18238,116.4142,2020-01-22 12:00:00,14.0,0.0,0.0
70,Chongqing,China,2020-01-03 00:00:00,30.05718,107.874,2020-01-22 12:00:00,6.0,0.0,0.0
71,Fujian,China,2020-01-03 00:00:00,26.07783,117.9895,2020-01-22 12:00:00,1.0,0.0,0.0
72,Gansu,China,2020-01-03 00:00:00,36.0611,103.8343,2020-01-22 12:00:00,0.0,0.0,0.0
73,Guangdong,China,2020-01-03 00:00:00,23.33841,113.422,2020-01-22 12:00:00,26.0,0.0,0.0
74,Guangxi,China,2020-01-03 00:00:00,23.82908,108.7881,2020-01-22 12:00:00,2.0,0.0,0.0
75,Guizhou,China,2020-01-03 00:00:00,26.81536,106.8748,2020-01-22 12:00:00,1.0,0.0,0.0
76,Hainan,China,2020-01-03 00:00:00,19.19673,109.7455,2020-01-22 12:00:00,4.0,0.0,0.0
77,Hebei,China,2020-01-03 00:00:00,38.0428,114.5149,2020-01-22 12:00:00,1.0,0.0,0.0
78,Heilongjiang,China,2020-01-03 00:00:00,47.862,127.7622,2020-01-22 12:00:00,0.0,0.0,0.0
79,Henan,China,2020-01-03 00:00:00,33.88202,113.614,2020-01-22 12:00:00,5.0,0.0,0.0
80,Hubei,China,2020-01-03 00:00:00,30.97564,112.2707,2020-01-22 12:00:00,444.0,28.0,0.0
81,Hunan,China,2020-01-03 00:00:00,27.61041,111.7088,2020-01-22 12:00:00,4.0,0.0,0.0
82,Inner Mongolia,China,2020-01-03 00:00:00,44.09448,113.9456,2020-01-22 12:00:00,0.0,0.0,0.0
83,Jiangsu,China,2020-01-03 00:00:00,32.97027,119.464,2020-01-22 12:00:00,1.0,0.0,0.0
84,Jiangxi,China,2020-01-03 00:00:00,27.61401,115.7221,2020-01-22 12:00:00,2.0,0.0,0.0
85,Jilin,China,2020-01-03 00:00:00,43.66657,126.1917,2020-01-22 12:00:00,0.0,0.0,0.0
86,Liaoning,China,2020-01-03 00:00:00,41.29284,122.6086,2020-01-22 12:00:00,2.0,0.0,0.0
87,Ningxia,China,2020-01-03 00:00:00,37.26923,106.1655,2020-01-22 12:00:00,1.0,0.0,0.0
88,Qinghai,China,2020-01-03 00:00:00,35.65945,96.02564,2020-01-22 12:00:00,0.0,0.0,0.0
89,Shaanxi,China,2020-01-03 00:00:00,35.19165,108.8701,2020-01-22 12:00:00,0.0,0.0,0.0
90,Shandong,China,2020-01-03 00:00:00,36.34377,118.1529,2020-01-22 12:00:00,2.0,0.0,0.0
91,Shanghai,China,2020-01-03 00:00:00,31.20327,121.4554,2020-01-22 12:00:00,9.0,0.0,0.0
92,Shanxi,China,2020-01-03 00:00:00,37.57769,112.2922,2020-01-22 12:00:00,1.0,0.0,0.0
93,Sichuan,China,2020-01-03 00:00:00,30.61714,102.7103,2020-01-22 12:00:00,5.0,0.0,0.0
94,Tianjin,China,2020-01-03 00:00:00,39.29362,117.333,2020-01-22 12:00:00,4.0,0.0,0.0
95,Tibet,China,2020-01-03 00:00:00,30.1534,88.7879,2020-01-22 12:00:00,0.0,0.0,0.0
96,Xinjiang,China,2020-01-03 00:00:00,41.11981,85.17822,2020-01-22 12:00:00,0.0,0.0,0.0
97,Yunnan,China,2020-01-03 00:00:00,24.97411,101.4868,2020-01-22 12:00:00,1.0,0.0,0.0
98,Zhejiang,China,2020-01-03 00:00:00,29.18251,120.0985,2020-01-22 12:00:00,10.0,0.0,0.0
99,0,Thailand,2020-01-13 00:00:00,13.7563,100.5018,2020-01-22 12:00:00,2.0,0.0,0.0
100,0,Japan,2020-01-16 00:00:00,35.6762,139.6503,2020-01-22 12:00:00,2.0,0.0,0.0
101,0,South Korea,2020-01-21 00:00:00,37.5665,126.978,2020-01-22 12:00:00,1.0,0.0,0.0
102,Taiwan,Taiwan,2020-01-21 00:00:00,23.6978,120.9605,2020-01-22 12:00:00,1.0,0.0,0.0
103,"Seattle, WA",US,2020-01-21 00:00:00,47.7511,-120.74,2020-01-22 12:00:00,1.0,0.0,0.0
104,"Chicago, IL",US,2020-01-24 00:00:00,40.6331,-89.3985,2020-01-22 12:00:00,0.0,0.0,0.0
105,California,US,2020-01-26 00:00:00,36.7783,-119.418,2020-01-22 12:00:00,0.0,0.0,0.0
106,"Tempe, AZ",US,2020-01-26 00:00:00,34.0489,-111.094,2020-01-22 12:00:00,0.0,0.0,0.0
107,Macau,Macau,2020-01-22 00:00:00,22.1987,113.5439,2020-01-22 12:00:00,1.0,0.0,0.0
108,Hong Kong,Hong Kong,2020-01-23 00:00:00,22.3193,114.1694,2020-01-22 12:00:00,0.0,0.0,0.0
109,0,Singapore,2020-01-23 00:00:00,1.3521,103.8198,2020-01-22 12:00:00,0.0,0.0,0.0
110,0,Vietnam,2020-01-23 00:00:00,21.0278,105.8342,2020-01-22 12:00:00,0.0,0.0,0.0
111,0,France,2020-01-24 00:00:00,46.2276,2.2137,2020-01-22 12:00:00,0.0,0.0,0.0
112,0,Nepal,2020-01-25 00:00:00,28.3949,84.124,2020-01-22 12:00:00,0.0,0.0,0.0
113,0,Malaysia,2020-01-25 00:00:00,4.2105,101.9758,2020-01-22 12:00:00,0.0,0.0,0.0
114,"Toronto, ON",Canada,2020-01-26 00:00:00,43.6532,-79.3832,2020-01-22 12:00:00,0.0,0.0,0.0
115,British Columbia,Canada,2020-01-28 00:00:00,49.2827,-123.121,2020-01-22 12:00:00,0.0,0.0,0.0
116,New South Wales,Australia,2020-01-26 00:00:00,-33.8688,151.2093,2020-01-22 12:00:00,0.0,0.0,0.0
117,Victoria,Australia,2020-01-26 00:00:00,-37.8136,144.9631,2020-01-22 12:00:00,0.0,0.0,0.0
118,Queensland,Australia,2020-01-27 00:00:00,-27.4698,153.0251,2020-01-22 12:00:00,0.0,0.0,0.0
119,0,Cambodia,2020-01-27 00:00:00,12.5657,104.991,2020-01-22 12:00:00,0.0,0.0,0.0
120,0,Sri Lanka,2020-01-27 00:00:00,7.8731,80.7718,2020-01-22 12:00:00,0.0,0.0,0.0
121,Bavaria,Germany,2020-01-27 00:00:00,51.1657,10.4515,2020-01-22 12:00:00,0.0,0.0,0.0
122,0,Finland,2020-01-29 00:00:00,61.9241,25.7482,2020-01-22 12:00:00,0.0,0.0,0.0
123,0,United Arab Emirates,2020-01-29 00:00:00,23.4241,53.8478,2020-01-22 12:00:00,0.0,0.0,0.0
124,0,Philippines,2020-01-29 00:00:00,12.8797,121.774,2020-01-22 12:00:00,0.0,0.0,0.0
125,0,India,2020-01-29 00:00:00,20.5937,78.9629,2020-01-22 12:00:00,0.0,0.0,0.0
126,"London, ON",Canada,2020-01-31 00:00:00,42.9849,-81.2453,2020-01-22 12:00:00,0.0,0.0,0.0
127,0,Italy,2020-01-31 00:00:00,41.8719,12.5674,2020-01-22 12:00:00,0.0,0.0,0.0
128,0,UK,2020-01-31 00:00:00,55.3781,-3.436,2020-01-22 12:00:00,0.0,0.0,0.0
129,0,Russia,2020-01-31 00:00:00,61.524,105.3188,2020-01-22 12:00:00,0.0,0.0,0.0
130,0,Sweden,2020-01-31 00:00:00,60.1282,18.6435,2020-01-22 12:00:00,0.0,0.0,0.0
131,0,Spain,2020-02-01 00:00:00,40.4637,-3.7492,2020-01-22 12:00:00,0.0,0.0,0.0
132,South Australia,Australia,2020-02-01 00:00:00,-34.9285,138.6007,2020-01-22 12:00:00,0.0,0.0,0.0
133,"Boston, MA",US,2020-02-02 00:00:00,42.3601,-71.0589,2020-01-22 12:00:00,0.0,0.0,0.0
134,0,Belgium,2020-02-04 00:00:00,50.5039,4.4699,2020-01-22 12:00:00,0.0,0.0,0.0
135,"Madison, WI",US,2020-02-05 00:00:00,43.0731,-89.4012,2020-01-22 12:00:00,0.0,0.0,0.0
136,Anhui,China,2020-01-03 00:00:00,31.82571,117.2264,2020-01-23 12:00:00,9.0,0.0,0.0
137,Beijing,China,2020-01-03 00:00:00,40.18238,116.4142,2020-01-23 12:00:00,22.0,0.0,0.0
138,Chongqing,China,2020-01-03 00:00:00,30.05718,107.874,2020-01-23 12:00:00,9.0,0.0,0.0
139,Fujian,China,2020-01-03 00:00:00,26.07783,117.9895,2020-01-23 12:00:00,5.0,0.0,0.0
140,Gansu,China,2020-01-03 00:00:00,36.0611,103.8343,2020-01-23 12:00:00,2.0,0.0,0.0
141,Guangdong,China,2020-01-03 00:00:00,23.33841,113.422,2020-01-23 12:00:00,32.0,2.0,0.0
142,Guangxi,China,2020-01-03 00:00:00,23.82908,108.7881,2020-01-23 12:00:00,5.0,0.0,0.0
143,Guizhou,China,2020-01-03 00:00:00,26.81536,106.8748,2020-01-23 12:00:00,3.0,0.0,0.0
144,Hainan,China,2020-01-03 00:00:00,19.19673,109.7455,2020-01-23 12:00:00,5.0,0.0,0.0
145,Hebei,China,2020-01-03 00:00:00,38.0428,114.5149,2020-01-23 12:00:00,1.0,0.0,0.0
146,Heilongjiang,China,2020-01-03 00:00:00,47.862,127.7622,2020-01-23 12:00:00,2.0,0.0,0.0
147,Henan,China,2020-01-03 00:00:00,33.88202,113.614,2020-01-23 12:00:00,5.0,0.0,0.0
148,Hubei,China,2020-01-03 00:00:00,30.97564,112.2707,2020-01-23 12:00:00,444.0,28.0,0.0
149,Hunan,China,2020-01-03 00:00:00,27.61041,111.7088,2020-01-23 12:00:00,9.0,0.0,0.0
150,Inner Mongolia,China,2020-01-03 00:00:00,44.09448,113.9456,2020-01-23 12:00:00,0.0,0.0,0.0
151,Jiangsu,China,2020-01-03 00:00:00,32.97027,119.464,2020-01-23 12:00:00,5.0,0.0,0.0
152,Jiangxi,China,2020-01-03 00:00:00,27.61401,115.7221,2020-01-23 12:00:00,7.0,0.0,0.0
153,Jilin,China,2020-01-03 00:00:00,43.66657,126.1917,2020-01-23 12:00:00,1.0,0.0,0.0
154,Liaoning,China,2020-01-03 00:00:00,41.29284,122.6086,2020-01-23 12:00:00,3.0,0.0,0.0
155,Ningxia,China,2020-01-03 00:00:00,37.26923,106.1655,2020-01-23 12:00:00,1.0,0.0,0.0
156,Qinghai,China,2020-01-03 00:00:00,35.65945,96.02564,2020-01-23 12:00:00,0.0,0.0,0.0
157,Shaanxi,China,2020-01-03 00:00:00,35.19165,108.8701,2020-01-23 12:00:00,3.0,0.0,0.0
158,Shandong,China,2020-01-03 00:00:00,36.34377,118.1529,2020-01-23 12:00:00,6.0,0.0,0.0
159,Shanghai,China,2020-01-03 00:00:00,31.20327,121.4554,2020-01-23 12:00:00,16.0,0.0,0.0
160,Shanxi,China,2020-01-03 00:00:00,37.57769,112.2922,2020-01-23 12:00:00,1.0,0.0,0.0
161,Sichuan,China,2020-01-03 00:00:00,30.61714,102.7103,2020-01-23 12:00:00,8.0,0.0,0.0
162,Tianjin,China,2020-01-03 00:00:00,39.29362,117.333,2020-01-23 12:00:00,4.0,0.0,0.0
163,Tibet,China,2020-01-03 00:00:00,30.1534,88.7879,2020-01-23 12:00:00,0.0,0.0,0.0
164,Xinjiang,China,2020-01-03 00:00:00,41.11981,85.17822,2020-01-23 12:00:00,2.0,0.0,0.0
165,Yunnan,China,2020-01-03 00:00:00,24.97411,101.4868,2020-01-23 12:00:00,2.0,0.0,0.0
166,Zhejiang,China,2020-01-03 00:00:00,29.18251,120.0985,2020-01-23 12:00:00,27.0,0.0,0.0
167,0,Thailand,2020-01-13 00:00:00,13.7563,100.5018,2020-01-23 12:00:00,3.0,0.0,0.0
168,0,Japan,2020-01-16 00:00:00,35.6762,139.6503,2020-01-23 12:00:00,2.0,0.0,0.0
169,0,South Korea,2020-01-21 00:00:00,37.5665,126.978,2020-01-23 12:00:00,1.0,0.0,0.0
170,Taiwan,Taiwan,2020-01-21 00:00:00,23.6978,120.9605,2020-01-23 12:00:00,1.0,0.0,0.0
171,"Seattle, WA",US,2020-01-21 00:00:00,47.7511,-120.74,2020-01-23 12:00:00,1.0,0.0,0.0
172,"Chicago, IL",US,2020-01-24 00:00:00,40.6331,-89.3985,2020-01-23 12:00:00,0.0,0.0,0.0
173,California,US,2020-01-26 00:00:00,36.7783,-119.418,2020-01-23 12:00:00,0.0,0.0,0.0
174,"Tempe, AZ",US,2020-01-26 00:00:00,34.0489,-111.094,2020-01-23 12:00:00,0.0,0.0,0.0
175,Macau,Macau,2020-01-22 00:00:00,22.1987,113.5439,2020-01-23 12:00:00,2.0,0.0,0.0
176,Hong Kong,Hong Kong,2020-01-23 00:00:00,22.3193,114.1694,2020-01-23 12:00:00,2.0,0.0,0.0
177,0,Singapore,2020-01-23 00:00:00,1.3521,103.8198,2020-01-23 12:00:00,1.0,0.0,0.0
178,0,Vietnam,2020-01-23 00:00:00,21.0278,105.8342,2020-01-23 12:00:00,2.0,0.0,0.0
179,0,France,2020-01-24 00:00:00,46.2276,2.2137,2020-01-23 12:00:00,0.0,0.0,0.0
180,0,Nepal,2020-01-25 00:00:00,28.3949,84.124,2020-01-23 12:00:00,0.0,0.0,0.0
181,0,Malaysia,2020-01-25 00:00:00,4.2105,101.9758,2020-01-23 12:00:00,0.0,0.0,0.0
182,"Toronto, ON",Canada,2020-01-26 00:00:00,43.6532,-79.3832,2020-01-23 12:00:00,0.0,0.0,0.0
183,British Columbia,Canada,2020-01-28 00:00:00,49.2827,-123.121,2020-01-23 12:00:00,0.0,0.0,0.0
184,New South Wales,Australia,2020-01-26 00:00:00,-33.8688,151.2093,2020-01-23 12:00:00,0.0,0.0,0.0
185,Victoria,Australia,2020-01-26 00:00:00,-37.8136,144.9631,2020-01-23 12:00:00,0.0,0.0,0.0
186,Queensland,Australia,2020-01-27 00:00:00,-27.4698,153.0251,2020-01-23 12:00:00,0.0,0.0,0.0
187,0,Cambodia,2020-01-27 00:00:00,12.5657,104.991,2020-01-23 12:00:00,0.0,0.0,0.0
188,0,Sri Lanka,2020-01-27 00:00:00,7.8731,80.7718,2020-01-23 12:00:00,0.0,0.0,0.0
189,Bavaria,Germany,2020-01-27 00:00:00,51.1657,10.4515,2020-01-23 12:00:00,0.0,0.0,0.0
190,0,Finland,2020-01-29 00:00:00,61.9241,25.7482,2020-01-23 12:00:00,0.0,0.0,0.0
191,0,United Arab Emirates,2020-01-29 00:00:00,23.4241,53.8478,2020-01-23 12:00:00,0.0,0.0,0.0
192,0,Philippines,2020-01-29 00:00:00,12.8797,121.774,2020-01-23 12:00:00,0.0,0.0,0.0
193,0,India,2020-01-29 00:00:00,20.5937,78.9629,2020-01-23 12:00:00,0.0,0.0,0.0
194,"London, ON",Canada,2020-01-31 00:00:00,42.9849,-81.2453,2020-01-23 12:00:00,0.0,0.0,0.0
195,0,Italy,2020-01-31 00:00:00,41.8719,12.5674,2020-01-23 12:00:00,0.0,0.0,0.0
196,0,UK,2020-01-31 00:00:00,55.3781,-3.436,2020-01-23 12:00:00,0.0,0.0,0.0
197,0,Russia,2020-01-31 00:00:00,61.524,105.3188,2020-01-23 12:00:00,0.0,0.0,0.0
198,0,Sweden,2020-01-31 00:00:00,60.1282,18.6435,2020-01-23 12:00:00,0.0,0.0,0.0
199,0,Spain,2020-02-01 00:00:00,40.4637,-3.7492,2020-01-23 12:00:00,0.0,0.0,0.0
200,South Australia,Australia,2020-02-01 00:00:00,-34.9285,138.6007,2020-01-23 12:00:00,0.0,0.0,0.0
201,"Boston, MA",US,2020-02-02 00:00:00,42.3601,-71.0589,2020-01-23 12:00:00,0.0,0.0,0.0
202,0,Belgium,2020-02-04 00:00:00,50.5039,4.4699,2020-01-23 12:00:00,0.0,0.0,0.0
203,"Madison, WI",US,2020-02-05 00:00:00,43.0731,-89.4012,2020-01-23 12:00:00,0.0,0.0,0.0
204,Anhui,China,2020-01-03 00:00:00,31.82571,117.2264,2020-01-24 00:00:00,15.0,0.0,0.0
205,Beijing,China,2020-01-03 00:00:00,40.18238,116.4142,2020-01-24 00:00:00,26.0,0.0,0.0
206,Chongqing,China,2020-01-03 00:00:00,30.05718,107.874,2020-01-24 00:00:00,27.0,0.0,0.0
207,Fujian,China,2020-01-03 00:00:00,26.07783,117.9895,2020-01-24 00:00:00,5.0,0.0,0.0
208,Gansu,China,2020-01-03 00:00:00,36.0611,103.8343,2020-01-24 00:00:00,2.0,0.0,0.0
209,Guangdong,China,2020-01-03 00:00:00,23.33841,113.422,2020-01-24 00:00:00,53.0,2.0,0.0
210,Guangxi,China,2020-01-03 00:00:00,23.82908,108.7881,2020-01-24 00:00:00,13.0,0.0,0.0
211,Guizhou,China,2020-01-03 00:00:00,26.81536,106.8748,2020-01-24 00:00:00,3.0,0.0,0.0
212,Hainan,China,2020-01-03 00:00:00,19.19673,109.7455,2020-01-24 00:00:00,8.0,0.0,0.0
213,Hebei,China,2020-01-03 00:00:00,38.0428,114.5149,2020-01-24 00:00:00,2.0,0.0,1.0
214,Heilongjiang,China,2020-01-03 00:00:00,47.862,127.7622,2020-01-24 00:00:00,4.0,0.0,1.0
215,Henan,China,2020-01-03 00:00:00,33.88202,113.614,2020-01-24 00:00:00,9.0,0.0,0.0
216,Hubei,China,2020-01-03 00:00:00,30.97564,112.2707,2020-01-24 00:00:00,549.0,31.0,24.0
217,Hunan,China,2020-01-03 00:00:00,27.61041,111.7088,2020-01-24 00:00:00,24.0,0.0,0.0
218,Inner Mongolia,China,2020-01-03 00:00:00,44.09448,113.9456,2020-01-24 00:00:00,1.0,0.0,0.0
219,Jiangsu,China,2020-01-03 00:00:00,32.97027,119.464,2020-01-24 00:00:00,9.0,0.0,0.0
220,Jiangxi,China,2020-01-03 00:00:00,27.61401,115.7221,2020-01-24 00:00:00,7.0,0.0,0.0
221,Jilin,China,2020-01-03 00:00:00,43.66657,126.1917,2020-01-24 00:00:00,3.0,0.0,0.0
222,Liaoning,China,2020-01-03 00:00:00,41.29284,122.6086,2020-01-24 00:00:00,4.0,0.0,0.0
223,Ningxia,China,2020-01-03 00:00:00,37.26923,106.1655,2020-01-24 00:00:00,1.0,0.0,0.0
224,Qinghai,China,2020-01-03 00:00:00,35.65945,96.02564,2020-01-24 00:00:00,0.0,0.0,0.0
225,Shaanxi,China,2020-01-03 00:00:00,35.19165,108.8701,2020-01-24 00:00:00,3.0,0.0,0.0
226,Shandong,China,2020-01-03 00:00:00,36.34377,118.1529,2020-01-24 00:00:00,9.0,0.0,0.0
227,Shanghai,China,2020-01-03 00:00:00,31.20327,121.4554,2020-01-24 00:00:00,20.0,0.0,0.0
228,Shanxi,China,2020-01-03 00:00:00,37.57769,112.2922,2020-01-24 00:00:00,1.0,0.0,0.0
229,Sichuan,China,2020-01-03 00:00:00,30.61714,102.7103,2020-01-24 00:00:00,15.0,0.0,0.0
230,Tianjin,China,2020-01-03 00:00:00,39.29362,117.333,2020-01-24 00:00:00,5.0,0.0,0.0
231,Tibet,China,2020-01-03 00:00:00,30.1534,88.7879,2020-01-24 00:00:00,0.0,0.0,0.0
232,Xinjiang,China,2020-01-03 00:00:00,41.11981,85.17822,2020-01-24 00:00:00,2.0,0.0,0.0
233,Yunnan,China,2020-01-03 00:00:00,24.97411,101.4868,2020-01-24 00:00:00,2.0,0.0,0.0
234,Zhejiang,China,2020-01-03 00:00:00,29.18251,120.0985,2020-01-24 00:00:00,43.0,1.0,0.0
235,0,Thailand,2020-01-13 00:00:00,13.7563,100.5018,2020-01-24 00:00:00,4.0,0.0,0.0
236,0,Japan,2020-01-16 00:00:00,35.6762,139.6503,2020-01-24 00:00:00,2.0,0.0,0.0
237,0,South Korea,2020-01-21 00:00:00,37.5665,126.978,2020-01-24 00:00:00,1.0,0.0,0.0
238,Taiwan,Taiwan,2020-01-21 00:00:00,23.6978,120.9605,2020-01-24 00:00:00,1.0,0.0,0.0
239,"Seattle, WA",US,2020-01-21 00:00:00,47.7511,-120.74,2020-01-24 00:00:00,1.0,0.0,0.0
